71
id,name,type,xposition,ypositon,isburning
1,136宿舍,DORMITORY,6.96,14.5,0
2,105教学楼,TEACHING_BUILDING,6.94,7.25,1
3,142宿舍,DORMITORY,5.21,12.03,1
4,112宿舍,DORMITORY,5.67,4.24,0
5,197教学楼,TEACHING_BUILDING,12.22,8.5,0
6,出口,EXIT,5.26,8.72,0
7,168教学楼,TEACHING_BUILDING,15.91,15.64,0
8,102教学楼,TEACHING_BUILDING,12.64,10.93,1
9,180教学楼,TEACHING_BUILDING,11.16,14.63,0
10,123教学楼,TEACHING_BUILDING,1.34,14.59,1
11,出口,EXIT,8.84,19.08,0
12,179宿舍,DORMITORY,4.65,2.81,0
13,中转点,intermediate,15.91,14.5,0
14,中转点,intermediate,15.91,19.08,0
15,中转点,intermediate,5.26,7.25,0
16,中转点,intermediate,1.34,7.25,0
17,中转点,intermediate,8.84,12.03,0
18,中转点,intermediate,11.16,8.5,0
19,中转点,intermediate,5.21,19.08,0
20,中转点,intermediate,4.65,14.63,0
21,中转点,intermediate,4.65,7.25,0
22,中转点,intermediate,11.16,12.03,0
23,中转点,intermediate,8.84,12.03,0
24,中转点,intermediate,15.91,19.08,0
25,中转点,intermediate,11.16,8.5,0
26,中转点,intermediate,1.34,8.5,0
27,中转点,intermediate,5.21,14.63,0
28,中转点,intermediate,5.67,7.25,0
29,中转点,intermediate,6.96,19.08,0
30,中转点,intermediate,8.84,4.24,0
31,中转点,intermediate,5.26,14.63,0
32,中转点,intermediate,15.91,14.63,0
33,中转点,intermediate,4.65,8.5,0
34,中转点,intermediate,8.84,12.03,0
35,中转点,intermediate,12.22,12.03,0
36,中转点,intermediate,11.16,8.5,0
37,中转点,intermediate,5.21,10.93,0
38,中转点,intermediate,4.65,4.24,0
39,中转点,intermediate,5.21,4.24,0
40,中转点,intermediate,5.26,8.5,0
41,中转点,intermediate,1.34,14.5,0
42,中转点,intermediate,5.21,14.59,0
43,中转点,intermediate,11.16,14.5,0
44,中转点,intermediate,5.67,14.59,0
45,中转点,intermediate,6.94,15.64,0
46,中转点,intermediate,5.26,12.03,0
47,中转点,intermediate,6.94,19.08,0
48,中转点,intermediate,6.94,2.81,0
49,中转点,intermediate,6.96,4.24,0
50,中转点,intermediate,11.16,10.93,0
51,中转点,intermediate,4.65,14.5,0
52,中转点,intermediate,15.91,19.08,0
53,中转点,intermediate,6.94,4.24,0
54,中转点,intermediate,6.94,14.63,0
55,中转点,intermediate,5.21,8.5,0
56,中转点,intermediate,12.64,7.25,0
57,中转点,intermediate,6.96,19.08,0
58,中转点,intermediate,6.96,8.72,0
59,中转点,intermediate,15.91,8.72,0
60,中转点,intermediate,5.21,2.81,0
61,中转点,intermediate,6.96,8.72,0
62,中转点,intermediate,11.16,8.72,0
63,中转点,intermediate,1.34,14.63,0
64,中转点,intermediate,8.84,14.59,0
65,中转点,intermediate,1.34,4.24,0
66,中转点,intermediate,5.21,7.25,0
67,中转点,intermediate,4.65,8.5,0
68,中转点,intermediate,5.21,14.5,0
69,中转点,intermediate,5.21,14.59,0
70,中转点,intermediate,12.22,19.08,0
71,中转点,intermediate,6.94,10.93,0
118
begin_id,end_id,type,congestion,distance,riskLevel
7,13,stair,0.2,1.14,10
13,1,stair,0.2,8.95,10
7,14,corridor,0.9,3.44,5
14,11,corridor,0.9,7.07,5
2,15,road,1.0,1.68,4
15,6,road,1.0,1.47,4
2,16,corridor,0.9,5.6,6
16,10,corridor,0.9,7.34,6
11,17,corridor,0.2,7.05,5
17,3,corridor,0.2,3.63,5
5,18,road,0.3,1.06,0
18,9,road,0.3,6.13,0
11,19,stair,0.9,3.63,8
19,3,stair,0.9,7.05,8
9,20,corridor,0.1,6.51,5
20,12,corridor,0.1,11.82,5
12,21,corridor,0.8,4.44,5
21,2,corridor,0.8,2.29,5
9,22,stair,0.3,2.6,9
22,3,stair,0.3,5.95,9
3,23,road,0.4,3.63,0
23,11,road,0.4,7.05,0
7,24,road,0.7,3.44,2
24,11,road,0.7,7.07,2
5,25,road,0.5,1.06,3
25,9,road,0.5,6.13,3
5,26,stair,0.8,10.88,6
26,10,stair,0.8,6.09,6
9,27,corridor,0.4,5.95,4
27,3,corridor,0.4,2.6,4
2,28,stair,0.0,1.27,9
28,4,stair,0.0,3.01,9
11,29,road,0.3,1.88,10
29,1,road,0.3,4.58,10
11,30,road,0.8,14.84,9
30,4,road,0.8,3.17,9
6,31,road,0.9,5.91,1
31,9,road,0.9,5.9,1
7,32,corridor,0.6,1.01,2
32,9,corridor,0.6,4.75,2
12,33,corridor,0.3,5.69,2
33,5,corridor,0.3,7.57,2
11,34,stair,0.1,7.05,5
34,3,stair,0.1,3.63,5
5,35,corridor,0.6,3.53,5
35,3,corridor,0.6,7.01,5
5,36,stair,0.1,1.06,8
36,9,stair,0.1,6.13,8
8,37,stair,0.1,7.43,4
37,3,stair,0.1,1.1,4
4,38,stair,0.1,1.02,6
38,12,stair,0.1,1.43,6
3,39,corridor,0.8,7.79,0
39,4,corridor,0.8,0.46,0
6,40,stair,0.8,0.22,9
40,5,stair,0.8,6.96,9
10,41,stair,1.0,0.09,2
41,1,stair,1.0,5.62,2
10,42,corridor,0.4,3.87,9
42,3,corridor,0.4,2.56,9
1,43,corridor,0.1,4.2,7
43,9,corridor,0.1,0.13,7
10,44,corridor,0.8,4.33,10
44,4,corridor,0.8,10.35,10
2,45,corridor,0.6,8.39,0
45,7,corridor,0.6,8.97,0
3,46,road,0.4,0.05,7
46,6,road,0.4,3.31,7
2,47,stair,0.3,11.83,1
47,11,stair,0.3,1.9,1
2,48,corridor,0.9,4.44,9
48,12,corridor,0.9,2.29,9
1,49,stair,0.4,10.26,5
49,4,stair,0.4,1.29,5
9,50,road,1.0,3.7,7
50,8,road,1.0,1.48,7
12,51,corridor,0.6,11.69,2
51,1,corridor,0.6,2.31,2
11,52,stair,0.4,7.07,3
52,7,stair,0.4,3.44,3
2,53,corridor,1.0,3.01,7
53,4,corridor,1.0,1.27,7
2,54,corridor,0.9,7.38,0
54,9,corridor,0.9,4.22,0
5,55,stair,0.1,7.01,6
55,3,stair,0.1,3.53,6
8,56,corridor,0.3,3.68,6
56,2,corridor,0.3,5.7,6
1,57,corridor,0.1,4.58,3
57,11,corridor,0.1,1.88,3
1,58,corridor,0.9,5.78,4
58,6,corridor,0.9,1.7,4
7,59,stair,0.9,6.92,5
59,6,stair,0.9,10.65,5
3,60,road,0.8,9.22,5
60,12,road,0.8,0.56,5
1,61,road,0.4,5.78,8
61,6,road,0.4,1.7,8
6,62,stair,1.0,5.9,9
62,9,stair,1.0,5.91,9
10,63,corridor,0.8,0.04,0
